text,label
육류와 치즈랑 같이 즐기면 좋은 위스키. 스모키 향이 진하며 스파이시한 느낌은 물을 섞기 전에도 강하다. 피니쉬가 오래 남아 껌을 씹고 나서의 쌉싸름한 맛이 느껴지기도 한다. 팔레트나 노우징은 길지 않은 편. 에어링을 오래 하면 스모키와 초콜릿 느낌이 증가한다. 총점 7.6점.,1
좋아요 빠르고 아낙감 사장님 친절해여,1
맛나요,0
첫데킬라 성공이에요,0
생각이상으로 너무괜찮앟던,0
레몬이랑 섞어 먹으면 맛있어용,0
오랫만의 커티삭 너무 좋았습니다.,0
"가격 대비 훌륭합니다^^
굳뜨!!",0
"좋아하는 데일리워스키에요 
저렴하게 구입해 상당히 만족합니다 
아산 천안에 픽업장소가 없어 오산을 지정했어요 

제 주변에도 픽업장소가 생겼음 좋겠습니다 ",1
달달 그자체..!,0
싸게 잘 샀네요,0
"맛은 좋은데, 박스가 없군요ㅜㅜ
병도 뭔가 투박해보여서 비주얼은 그닥?
그래도 맛이좋으니",0
"비주얼 색은 옅은 오렌지색이었구요
뚜껑을 열었더니 순간 옛날 마셨던 국산 위스키 향을 느꼈는데
당일 몸이 안좋았는지
그렇게 맛나다 다시
마시고싶다라는 생각은 안들었습니다.
대신 하이볼로 마시니 괜찮아 쭉 하이볼로 마셨네요.
같이 마신 친구들은 누군 니트가 좋다. 누군 하이볼이 괜찮다등등 
즐겁게 좋아했습니다.",0
"일단 묵직한게 너무 마음에 듭니다.
당장 마실건 아니라 수령후 기쁜 마음에 별4개 드립니다.
",0
가격대비 좋아요,1
가성비와 가심비가 최고입니다!!!!!!,0
맛있어요 왠지 더상쾌함,1
좋은 가격에 풀려서 아주 좋았습니다.,0
특가인줄 알았는데 마트가니 동일한 가격으로 대물량으로 풀려있네요. 좀 더 구하기 어렵거나 특가 위주의 제품들로 구성해 주세요~,0
"살짝 기대 했지만, 맛을보니 제 취향은 아닌걸로.. 니트로 먹긴 힘들고 그냥 온더락으로 마셔야 그나마..",0
"버번 먹었던 것중에 너무 좋았습니다
끝에서 느껴지는 묵직함이 좋았습니다",0
하이볼로 마시려고 구매했는데 적당히 달달하고 가성비도 좋은 것 같습니다!! ,1
"맛은 아직 보지 않았습니다
제품포장상태 빠른픽업장소이동 가격도
모두가 편하고 만족 합니다.

",1
짙은 호박색에 붉은색 한방울 냄새는 진하지만 복잡하진 않아요. 첫인상은 55도 도수가 무색할만큼 부드럽게 다가오지만 넘기면 강한 도수가 느껴집니다. 버번의 달큰함은 충분합니다. 에어링 안하도 마셔도 충분히 좋습니다,0
굉장히 부드러운 버번입니다. 커피향이 꽤 진하게 나고 따라오는 단맛도 좋습니다. 한번 마셔볼만해요,0
가성비 최고!,1
200밀리 추가증정품까지 저렴한 가격에 구매해서 일단 가성비는 너무 뛰어난 위스키입니다. 40도이지만 적당한 풍미에 밍밍한 느낌은 없습니다. 미량의 유황성분 때문인지 약간 금속성 맛이 거슬리지만 데일리로 편안하게 즐기기엔 손색이 업는 보틀입니다.,0
딱 데일리 위스키!,0
"우와, 총 900ml를 이 가격에 데려올 수 있군요.
자주 먹는 품목은 단골 주류점보다 비싸서 아쉽지만, 이렇게 행사하는 제품은 정말 저렴하게 먹어볼 수 있어서 좋네요. 픽업매장에서도 친절하게 응대해주셨습니다.
처음 이용해봤는데 경험이 괜찮네요.
몇번 더 이용해보고 다시 후기 남기겠습니다.",1
와 배송 엄청 빨라요 ㅎㅎ,1
첫 이용이었는데 절차도 간단하고 만족스러웠습니다.,0
오랜 시간 사랑받는 이유가 있습니다.,0
입문 피트 3대장의 한녀석 라프로익 10yo... 3대장 중 가장  기본에 충실한 녀석 아닐까 싶은.... 다른 두녀석 라가불린 16yo와 아드벡10yo도 데일리 샷에서 특별 할인 이벤트를 해주시길 기대하며.... 끝 ㅎㅎ,0
"부드러운 목넘김과 풀향기 꽃향기가 남는 여운이네요
가성비 만족스럽습니다.니트보다는 온더락 추천합니다",0
"피트와 단맛이 의외인 작품입니다.
라프로익 쿼터캐스크도 행사 해주세요~~!!
라프로익은 사랑입니다.",0
"하이볼 만들어 먹으려고 샀습니다. 딱 받자마자 촛농 디자인에 감동 받아 설레는 마음으로 집으로 갔습니다.
그런데.. 설레는 마음이 과해서 힘이 많이 들어갔는지 개봉과 동시에 이쁜 촛농이 파편이 되어 파바박..! 이 리뷰를 보시는 분은 꼭 힘조절 하면서 뜯어보시길 ㅠ

그래도 술은 참 맛있었습니다. 하이볼로만 마셨는데, 한 번은 탄산수 한 번은 토닉워터를 섞었습니다. (참고로 탄산수는 절대 아니더라구요. 토닉 추천 x 100) 너무 맛있어서 집들이 때 한 병 다 비웠습니다. 하이볼로 대충 20잔 나온 것 같네요ㅎㅎ

하이볼이 땡길 때 무조건 재구매 할 위스키로 정했습니다! 이번에도 고마워요 데일리샷~",0
잘 받아왔습니다 감사합니다,0
네 안전하게 잘 받았습니다 아직 개봉은 안 해서 맛은 모르겠어요,0
"술 이제는 데일리샷에서만 삽니다
가격후려치는데 사후서비스도 좋네요
곧 알콜중독자 되겠습니다 ㅠㅠ",0
가성비 최고 두병째입니다 세병사려는데 품절 ㅜㅜ,0
영화 소설 등에서 몇 번 접해봤는데 꽤 저렴하기도해서 놀랐습니다 맛은 어떨지 모르겠는데 잘 팔리는 위스키인거 같아요,0
피트의 재미에 빠져 아드벡 라가불린을 고려 중에 있었는데 갑자기 할인가가 빡 떠서 구매했슴돠,0
"아주 좋은 가격입니다. 믿고 쓰는 데일리샷 특가상품.
라프로익10년숙성은 대표적인 피트위스키입니다.
피트를 좋아하시는 분들에게는 강력추천드립니다",0
"새로운 도전을 위해 구매하였습니다.
좋습니다.",0
라이트 함,0
빠른배송감사합니다,1
축구팀때문에 알게된 맥주여서 편의점에서 몇번 사먹었던 맥주!!!그릇까지 있어서 좋았습니다.향(?)이 쬐금있었던거 같아서 별1개뺌,0
너무 맛있어요 ㅎㅎ 하이볼 실컷 만들어 먹고 있어요,0
"참이슬, 카스 밖에 모르던 시절이 생각난다.

아는 형을 따라간 세계맥주 가게의 냉장고에서 뭘 고를지 몰라.. 이름에 주스가 붙은 아무 맥주를 먹었던 그 순간이 떠오른다.

그때 못 느꼈던 juciy함을 이 작은 병을 통해 느낀다.

오늘도 고마워요 데일리샷~",0
"맛좋습니다
피트아님",0
한정판이라좋네요,0
특가로 좋은 위스키를 소장해서 좋네요^^,0
하루만에 배송 만족합니다ㅎㅎ,1
때낄라는 대부분 샷으로 많이들 드시지만 전 언더록으로 즐깁니다.,0
"처음에는 찾기힘들었는데
적응되네요",0
잘 먹겠습니다 ,0
항상 맛있게 마시는 위스키 입니다. 집이든 친구집이든 작업실이든 떨어져서는 안되는 라가불린16!,0
"아일라섬의 대표적 피트 스모키 위스키 라프로익.

피트가 안맞으면 어쩌나 싶었으나 문제는 
모든 위스키가 나에게 맞는 다는걸 확인 하게 되었다는 것.

축하합니다 ! 당신의 지갑은(는) 파괴되었다!

캐런에 라프로익십년(욕아님)을 따르고 코를 박는다 
캠프파이어 모닥불 장작불 냄새..
기분좋다 재택 집콕인생인데 뒤에 텐트가 있는 듯 하다
나는 깜깜한 밤 위스키잔을 들고 별을보며
모닥불앞에 앉아 있는 망상에 빠진다.
5252이건 너무 위험하다구!
한모금 마시면 몰트-피트-모닥불로 이어지는 팔레트
조금더 집중해서 냄새를 맡으면 
과일같은 단향도 올라온다.

굉장히 맛있고 만족스러운 보틀이다.
그러니까 쿼터캐스크 특가도 내놔 빨랑ㅡㅡ
",0
정로환의 냄새 안에 달콤하고 부드러운 건과일 향이 나서 매력적입니다. 정로환 냄새만 익숙해진다면 맛있는 위스키입니다,0
3대장 이제 칠면조만 남았다,0
ㅇ샷으로,0
좋네요~ 토끼토끼토끼춤!!,0
"집 앞에서 바로 받아왔어요!
저렴하게 편리하게 짱짱입니다",0
"술맛이야 기성품이라 차이는 없겠지요.
백화점이나 주류상에서 산것과 같이 전자실이 입구에 잘붙어있으니 정품걱정은 안하셔도 됩니다.
가장 걱정스러웠던 부분은 음식점에 음식을 먹으러가는게 아닌 슐을 찾으러 간다는게 좀 맘이 불편했어요. 가서 음식이라도 팔아줘야 하나? 가격도 좋구 음식점이라면 코로나가 끝나면 12시 3시까지 영업을 하기도 하니까 한번 팔아주고 다음부터 좀 편하게 가서 술을 픽업을 갈까?! 하는 고민도 있었지만
그냥 일단 한번 가보기로 해서 갔는데 아주 친절히 당연하다는듯이 여러개중에 제것을 찾아서 주셨습니다. 맘도 편하고 다음부터 가벼운 맘으로 픽업 갈수있겠구나 싶어서 바로 한병 또 주문을 했습니다 ㅋㅋ
픽업가는 음식점에도 금전적으로 도움이 있는거 겠지요?? 있었으면 좋겠네요.
픽업후 돌아가는길에도 친절히 인사까지 받으니 맘이 좀 더 편해지는 기분이였습니다. 요즘 코로나땜에 자영업자분들이 예민할 시기이기도 하구요.

저는 소심한 성격은 아니지만, 소심한 사람들은 ""픽업자체도 힘들수도 있겠다""라는 생각이 들었어요. 
픽업을 가는매장에도 금전적으로 뭔가 혜택이 있으니 당당하게 픽업 서비스를 누리셔도 된다는 점을 어플에서 많이 노출시켜 좀 더 어필해주시면 주문자가 매장에 방문할때 문턱이 낮게 느껴져 더 많이 이용이 가능하고 기분 픽업도 하고, 한번 갔던 곳을 다시찾는 심리 많은 남자손님들에게는 재방문 찬스까지 생겨 음식점 매출까지 올리는 일석이조가 될 것 같아요!! 

술 포장 역시, 저가의 상품에도 손잡이 달린 박스에 담겨주시니 배려있는 모습이 고맙기까지 했어요.
하지만 단점은 술박스에 주문자나,픽업을 가는 사람의 개인정보까지는 어려울수 있겠지만 주문자의 아이디나 넘버링으로 구분해주시는게 좋을듯해요. 가게 사장님이 일일히 하나씩 상자를 오픈해서 술종류를 확인하시는데 계산이 밀릴때나 바쁠때 픽업도 겹쳐지고 한다면 주인입장에서는 좀 답답할수도 있겠다 싶더라고요.
 
잘 참고해주시고, 일반인들 모두에게 입소문이 나서 대중화 될길 바라는 마음에 욕심내서 몇자?! ^^ 점많이?! 적어봅니다.
참고 꼭 부탁드립니다. 모두가 이용 할수있게 성공해주세요! 화이팅 입니다. ",1
"충분한 에어링시간을 거치면
빵이나 쿠키에서 나는 단맛이 배가 되면서 더 달아지네요.
버번 입문 3대장이라더니 역시 명불허전이군요.",0
"아그와보다 저렴하지만 맛은 크게 차이가 
없었던것 같습니다.
향에는 민트향이라해서 민트를 싫어하는 사람들이
꺼려하는데, 실제 맛은 라임+풀맛이라
민트를 싫어해도 충분히 즐길수 있습니다.

개인적인 느낌으론 펩@콜라에 섞는건 비추드립니다.
☆카콜라로 바뀝니다. (술이 아깝잖아요.ㅎ)",0
"호불호가 갈린다는 피트향이 팍치는데 너무 좋습니다.

광어회랑 같이 마시면 참 좋아요.",0
"맛있게 마시고는 구매를 원했는데
막상 사려니 판매하는 곳이 없어서 애먹었는데
데일리샷 앱에서 구매하고 근처 매장에서 편하게 픽업했어요!",1
좋은가격에 구매해서 좋아요,0
"임박분이란게 무색할 정도로 홉의 맛이 살아있었습니다
솔잎같은 향긋함과 씁쓸함, 시트러스함이 돋보이는 페일에일입니다
다만 병째로 마시면 메탈릭한 맛이 좀 나더라구요
잔에 따라서 마시면 맛있습니다
행사 한번 더 해주셨으면 좋겠어요~",0
"부드럽고 달콤한 메이커스 마크
니트로 마셔도 맛있고 하이볼로 마셔도 맛있다
탄산수보다는 토닉워터가 더 잘 어울리는 듯
잭다니엘보다 정제된 맛 ",0
좋은 가격에 좋은 술 마십니다. ,0
"달달하고 향긋한 버번 입문의 끝판왕, 메이커스마크! 벌써 세병째 뚜따했는데 너무 맛있어서 따자마자 한병 순삭 해버리네요 ㅜㅜ 또 살까 말까 넘 고민중이랍니다 ... 사실 고민은 배송을 늦출뿐이건만. . ㅋ ㅋ ㅋ",1
"선물용으로 너무 좋아요. 주는 사람도, 받는 사람도 부담 없고 만족스러운 선물! :-) 숙취해소제는 너무 귀여워요 ㅠㅠ",0
빠른배송 감사합니다,1
편의점에서 판매하는 칭따오 캔맥보다 좀 더 부드러운 맛 같았는데 동일한 맥주였으려나요?^^;; 맛있게 마셨고 잔도 귀여워서 마음에 듭니다 :),0
빨리먹어보고싶네요,1
좋은가격에 편하게구매해서 좋아요! 늦은시각에 친절하게 응대해주셔서 감사합니다 ,1
"라프로익의 피트향 
중독성이 강합니다.

재구매 의사: 있음",0
개꿀,0
"아직 개봉하지 않았지만 참이쁘네요
배송은 생각보다 엄청 빠르고 좋읍니다
픽업도 친절해서 좋았습니다",1
싸고 맛있음,0
음 너무 저렴한데는 이유가 있다?,0
가성비 짱^^,0
굿굿 다음부턴 사진도 올릴게요,0
"향도 좋고 도수에 비해 상당히 부드럽습니다.
가성비 정말 좋은 술입니다.

재구매 의사: 아주 많음. 조만간 또 구매하게 될 듯.",0
"아.. 최고네요

코카잎주는 처음인데 맛있어요. 그리고 픽업도 편하고 친절하게 받아주셔서 더 잘 들어가네요!",1
버번 좋아하는 자로서는 진짜 좋은 가격이었습니다,0
버번 최고,0
말이 필요없는 제품!! 꿀꿀한 날 한잔하면 쎄~하게 왔다가 달콤하게 가는 녀석입쬬~ ,0
기대했던 맛 그대로 이고 나름 도착이빨라서 좋았어요,0
하이볼!!,0
"가성비 엄청 만족합니다.
달달한 계피향의 여운이 입안을 화사하게하네요~
하이볼 추천합니다~!",0
"데일리샵으로 처음 구매하는데
수령하는곳도 친절하고 매우 좋아요",1
피트향도 좋고 좋은 가격에 구입 한 것 같아요.,0
그냥 칭따오 맥주입니다. 21년 에디션에 비싼 것도 아니고 해서 한번 구매해 봅니다.  컵.. 가격.. ㅠㅠ 내년에는 좀 잘 만들어 주셨음 ㅋ,0
역시 호세입니다 잘마셨네요..,0
적당항 가격에 적당한 맛!! 향에서 호불호가 있을수 있지만 개인적으로는 좋았습니다. 칵테일로 마시니 또 다른 느낌이네요.,0
"시음전이라 술에 대한 평가는 쫌...
거시기 하네욤 ㅋㅋㅋ 

",0
"픽업 술집 사장님 친절하게 맞이 해
주시니 감사합니다 

",1
태어나서 처음 직접 구매해본 버번 위스키였고 버번 위스키의 맛을 잘 몰라 하이볼로만 마셨다. 그래도 충분히 맛있어서 너무 즐겼다가 최근 버번 위스키의 참맛에 눈을 떠버렸다. 가격도 저렴하고 아직 덜 비운 게 있는데도 질러버림.. 니트로 마셔도 좋고 하이볼도 너무 좋아서 한 병 쯤은 있으면 좋을 위스키,0
감사합니다,0
"잘받았습니다
",0
입문한지 얼마안되 맛 평가는 그렇고 배송 정확하고 병 이뻐요,1
"완전한 행사가격은 아니라 조금의 아쉬움은 있었으나
데일리샷 특유의 빠른 배송은 맘에 듭니다..ㅎ
커티샥은 하이볼용으로 구매한 것이라 가끔 소주 대신 취하고 싶은 한잔이 필요할 때 한잔씩 ㅎㅎ",1
치킨이랑 먹을때 좋아요,0
"케이스가 안 닫혀요.
병보다 케이스 높이가 좀 낮네요.
맛은 좋네요~~",0
"서던컴포트 기존에 먹어보던건데
가격과 구성이 좋게나와 구매했는데 역시 좋습니다.
픽업 간편하고 편리하고 좋네요.
더 많은주류가 저렴하게 나왔으면 좋겠습니다.",1
저번에도 샀어야했다고 후회하게 만드는 맥주. 12병 마시는데 3일 걸렸습니다,0
"적당한 피트향, 부드러운 목넘김, 이쁜 보틀 디자인까지 딱 제 취향!",0
"잔 좋고 맛 좋고
하이볼 만들어 먹으니까 산뜻한 느낌도 들고 좋네요",0
가성비,0
늘 마시던 제품이에요 온더락으로 마셔도 부담이 없구 하이볼로 먹으면 정말 맛있어요,0
데일리로 즐기기에 딱 좋아요 달달하고 부드럽고 가끔 하이볼로 즐겨도 너무 좋고,0
정말 부드럽다. 파티에 들고가기 딱 좋은 위스키 강추한다.,0
역시 아직 개봉전입니다만 이 가격에 잔까지 준다면 훌륭하죠,0
무난하게 마르가리타 만드는데 주로 사용하고 있습니다만 가끔 샸으로 즐기기에도 좋아요.,0
"복숭아+아몬드 등의 복합 리큐르라지만
트리플섹, 크렘드 @@등의 리큐르랑은 달리
그리 달지 않습니다만, 향이 달달해서 
그리 느낄수 있습니다.

위스키 베이스로 복합적인 향이 나고,
가장두드러지는 향은 복숭아, 살구, 살구씨 향이
강합니다. 때문에 어릴적 먹던 감기약 맛이 날수 있으니
취향에 맞지 않을수 있겠네요.

복합적인 향을 좋아하고
감기약맛이 괜찮다 하시는분은
추천드립니다.",0
"수령잘했구요
기대했던것보다 
맛나서 더욱 기분이좋습니다.",0
만족합니다^^,0
가성비가 너무 좋음,0
부드럽다.,1
라프로익 좋아요!!! 역시 세리파여도 가끔 소독약 마셔주면 맛있더라고요ㅎㅎ,0
"향은 생각과는 조금 다른데 가격대비 가볍게 즐기기 좋아요
잔이 맘에 듭니다 ㅎㅎ",0
가성비 좋게 판매해서 정말 잘 마셨습니다 ㅎㅎ ,0
역시 코카레로 그 특유의 향이 너무 좋습니다,0
깔루아를 마트보다 저렴하게 많이 마실 수 있어서 좋아요,0
"데킬라 모자랑 솔트쉐이커 너무 귀엽고
가격도 좋고
맛도역시 좋네요
또 판매해주세요^^",0
너무너무 좋습니다~ 술픽업이라는 개념도 신기하고 제품 받기까지 큰 어려움 없어서 좋았습니다,1
추천합니다! 재구매희망합니다!,0
바틀도 너무 이뻐서 소장욕구 뿜뿜이고 사케 맛도 부드러워서 해산물이랑 넘 잘 어울려서 맛있게 먹었습니다 :-),0
"데일리 샷에서 첫구매인데 배송도 빠르고
호프집으로 찾으러 가는 게 즐거운 경험이었습니다.
코스트코에 비해 훨씬 저렴하여 좋게 구매한 것 같습니다. 데낄라 좋아요",1
"맛보다는 많은양의 술을 살수있었고.
더해서 맛없는술이아니고 딱 대중적인 느낌의 술 인거 같습니다. 밸런스가 괜찮습니다",0
먹어보진 못했습니다만 패키징도 괜찮고 네 좋습니다,0
"행사할때 저렴하게잘샀어여!!!!
큰마트까지가서 사야하는데 동네로 배달도 해주고..
픽업하는곳이 일만 영업 가게라서 조오금 민망한 거 제외하고
너무편해요🤭
3일안에 찾아가야한다고해서 언제 가게로 배달되는지 계혹 확인했는데 카톡으로 알람오네요 👍👍
조촐하게 파티할때먹으려고 아껴두고있어요. ",1
파티하면서 잘 먹었습니다-좋네요,0
부나 없으신분 없죠?,0
과하게 달지도 않고 향이 엄청 강하지도 않으면서 호불호 크게 안갈리는 리큐르. 탄산음료 아무거나 섞어 먹거나 샷으로 먹어도 나쁘지않음. 예쁨 색깔도 덤이라 엔간해서 실패할일 없는 술!,0
"원래 IPA 맥주 잘 안 마시는데, 이건 아주 맛있게 잘 먹고 있습니다!!!",0
라거에 데낄라 타먹으면 꿀맛,0
아주 맛있는 술 저렴하게 살수있게 되어 감사합니디~ 젛은분들과 맛있게 클리어 했네요~^^,0
빠른배송 굿이네요,1
"향이 정말 좋아요!
야근하고 팀회식 할 때 마셨는데 완전 만족!",0
재구매 했습니당 ㅋㅋ,0
좋습니다,0
잘 받았습니다. ^^,0
"맛있어요
",0
그럭저럭...,0
그럭저럭,0
맛잇어요,0
보모어 정말 좋아하는데 쉽게 구할 수 있어서 참 좋습니다,0
"환상적인 가격에 편리하게 구입했습니다.
감사합니다.
고숙성 프리미엄 제품들도 많이 올려주시면 좋겠습니다",0
가성비 좋은 맥주입니다,0
하이볼로 즐겁게 반주생활 하고 있어요,0
"과천 별주막 
응원합니다
아주 맛있는 셰리네요
도수도 좋고 맥캘란이나 글렌드로냑 12년의 좋은 대안인 듯 십습니다 
",0
"맛은 아직 안봐서 잘 모르겠고,
픽업은 정확한 날짜에 잘 받았습니다",1
가성비 갑!,0
맛있네요,0
"좋습니다
수령매장이 많아져서 편리하게 주문이 늘어나길 기원합니다",0
"데일리샷 처음이용하는데 SNS 광고보고 반신반의였는데 칼스버그를 저렴하게 구매하니 아주 좋네요
픽업장소가 명륜 식당이라 직원분이나 저나 조금 민망
단 계속 구매하고싶으면 혼술트레이가 늘어나 처리할수가없군요",1
너무 잘마셨고 다음 글렌피딕시리즈도 기다리고있습니다!!,0
"할인해서 3병 구매했어요!!!
너무 너무 맛있습니다 대박!!!",0
좋았으요,0
픽업할때도 좋았고 받았을때도 가득 기분이좋네요 감사합니다 또이런기회가 있기를,1
재질도 생각보다 괜찮네요. 필스너나 라거는 그냥 캔으로 마시면 되지만 다른 스타일 맥주는 잔에 따라마셔야해서 아쉽네요. 그래도 좋습니다,0
아직 안먹어보았지만 색상이나 디자인이 마음에 들어구매함,0
나쁘지 않은 가격으로 득템했네요,0
데킬라한잔 칵,0
너무 맛있어요 깔끔하고!!!,0
술자체는 괜찮은데 픽업장소에서 보관이..바닥에 두시더라도  덮어두시던지 상자가 병이랑 컵이 보이도록 되있어서 안에 먼지랑...이물질등이 병에 붙어있어서 좀 컵은 먼지가...,1
"유통기한이 이렇게 짧게
남은 제품인줄 알았으면 안 샀을거에요
앞으로 맥주는 유통기한을 알려주면 좋겠네요.",0
"패트론 xo cafe 보다 가볍고 부담스럽지않아 좋다
커피와 초콜릿이 가장 두드러지고 바닐라아이스크림과        함께 하면 정말 좋을것같다. 깔루아대신 써서 에스프레소 마티니를 만들어도 좋을듯! 

Ps : 해골귀여웡",0
상큼하면서도 고릿한 것이 혀에 착착 감깁니다,0
입을 즐겁게 하는 맛,0
역시 달달한 맛은 최고에요!,0
"아오마메가 왜 커티삭 마시는 나자를 고른지 알겠다.
",0
"데낄라 특유의 맛과 향이 참 괜찮습니다.
칵테일보다는 아가베 특유의 맛을 느끼기 위해 샷으로 즐기고 있습니다.
집에 하나 들여놓아보세요~",0
채리맛이 좋은 술입니다. 언더락으로 마시면 딱이조~,0
메이커스 마크 최고예용 우리 동네 유일하게 술 픽업할 수 있는 교촌치킨 사장님도 너무 친절하셔서 감사해용 메맠 싸게 구할 수 있게 해준 데일리샷도 고마워용 데일리샷 살 수 있는 곳 중랑구 쪽도 많아졌으면 좋겠습니당 서울경기말고 다른 지역으로도 확대되면 더 좋겠습니다 최고예요,1
괜찮아요,0
